qseqid	DB ID	Protein description	DB description	EC number	CDD ID	taxonomic_range_name	taxonomic_range	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore	General functional category	Functional category	KO
tr|A0LM18|A0LM18_SYNFM	COG1014	Pyruvate:ferredoxin oxidoreductase or related 2-oxoacid:ferredoxin oxidoreductase, gamma subunit	Pyruvate:ferredoxin oxidoreductase or related 2-oxoacid:ferredoxin oxidoreductase, gamma subunit [Energy production and conversion]. Pyruvate:ferredoxin oxidoreductase or related 2-oxoacid:ferredoxin oxidoreductase, gamma subunit is part of the Pathway/BioSystem: Pyruvate oxidation		CDD:440638			37.368	190.0	104.0	6.0	1.0	180.0	4.0	188.0	1.7999999999999998e-40	139.0	METABOLISM	Energy production and conversion 	K03737,K00180,K00174,K04090,K00172,K00177,K00186
tr|A0LM18|A0LM18_SYNFM	cl00546		Pyruvate ferredoxin/flavodoxin oxidoreductase. This model represents the beta subunit of indolepyruvate ferredoxin oxidoreductase, an alpha(2)/beta(2) tetramer, as found in Pyrococcus furiosus and Methanobacterium thermoautotrophicum. Cofactors for the tetramer include TPP, 4Fe4S, and 3Fe-4S. It shows considerable sequence similarity to subunits of several other ketoacid oxidoreductases.		CDD:444968															
tr|A0LM18|A0LM18_SYNFM	cl00546		Pyruvate ferredoxin/flavodoxin oxidoreductase. This model represents the beta subunit of indolepyruvate ferredoxin oxidoreductase, an alpha(2)/beta(2) tetramer, as found in Pyrococcus furiosus and Methanobacterium thermoautotrophicum. Cofactors for the tetramer include TPP, 4Fe4S, and 3Fe-4S. It shows considerable sequence similarity to subunits of several other ketoacid oxidoreductases.		CDD:444968															
tr|A0LM18|A0LM18_SYNFM	pfam01558	2-oxoacid:acceptor oxidoreductase family protein	Pyruvate ferredoxin/flavodoxin oxidoreductase. This family includes a region of the large protein pyruvate-flavodoxin oxidoreductase and the whole pyruvate ferredoxin oxidoreductase gamma subunit protein. It is not known whether the gamma subunit has a catalytic or regulatory role. Pyruvate oxidoreductase (POR) catalyzes the final step in the fermentation of carbohydrates in anaerobic microorganizms. This involves the oxidative decarboxylation of pyruvate with the participation of thiamine followed by the transfer of an acetyl moiety to coenzyme A for the synthesis of acetyl-CoA. The family also includes pyruvate flavodoxin oxidoreductase as encoded by the nifJ gene in cyanobacterium which is required for growth on molecular nitrogen when iron is limited.		CDD:426323	cellular organisms	131567	36.932	176.0	99.0	5.0	10.0	177.0	1.0	172.0	1.8199999999999999e-34	117.0			
tr|A0LM19|A0LM19_SYNFM	COG1144	Pyruvate:ferredoxin oxidoreductase or related 2-oxoacid:ferredoxin oxidoreductase, delta subunit	Pyruvate:ferredoxin oxidoreductase or related 2-oxoacid:ferredoxin oxidoreductase, delta subunit [Energy production and conversion]. Pyruvate:ferredoxin oxidoreductase or related 2-oxoacid:ferredoxin oxidoreductase, delta subunit is part of the Pathway/BioSystem: Pyruvate oxidation	1.2.7.1	CDD:440759			55.0	80.0	36.0	0.0	16.0	95.0	3.0	82.0	1.42e-33	108.0	METABOLISM	Energy production and conversion 	
tr|A0LM19|A0LM19_SYNFM	KOG0063	RNAse L inhibitor, ABC superfamily	KOG0063, RNAse L inhibitor, ABC superfamily [RNA processing and modification]		CDD:228014			34.483	58.0	34.0	2.0	39.0	92.0	12.0	69.0	0.000154	36.6	INFORMATION STORAGE AND PROCESSING	RNA processing and modification 	
tr|A0LM19|A0LM19_SYNFM	KOG3256	NADH:ubiquinone oxidoreductase, NDUFS8/23 kDa subunit	KOG3256, NADH:ubiquinone oxidoreductase, NDUFS8/23 kDa subunit [Energy production and conversion]		CDD:231194			27.027	74.0	45.0	1.0	31.0	95.0	99.0	172.0	0.000484	34.9	METABOLISM	Energy production and conversion 	
tr|A0LM19|A0LM19_SYNFM	NF040684		pyruvate synthase subunit PorD. 		CDD:468649			48.78	82.0	42.0	0.0	15.0	96.0	4.0	85.0	8.43e-28	95.2			
tr|A0LM19|A0LM19_SYNFM	TIGR02179	2-oxoacid:acceptor oxidoreductase, delta subunit, pyruvate/2-ketoisovalerate family (Provisional)	2-oxoacid:acceptor oxidoreductase, delta subunit, pyruvate/2-ketoisovalerate family. A number of anaerobic and microaerophilic species lack pyruvate dehydrogenase and have instead a four subunit, oxygen-sensitive pyruvate oxidoreductase, with either ferredoxins or flavodoxins used as the acceptor. Several related four-subunit enzymes may exist in the same species. This model describes a subfamily of delta subunits, representing mostly pyruvate, 2-ketoisovalerate, and 2-oxoglutarate specific enzymes. The delta subunit is the smallest and resembles ferredoxins.		CDD:131234	cellular organisms	131567	47.436	78.0	41.0	0.0	19.0	96.0	1.0	78.0	7.74e-29	96.2			
tr|A0LM19|A0LM19_SYNFM	cl25360		Beta subunit of the DMSO Reductase (DMSOR) family. This family consists of the small beta iron-sulfur (FeS) subunit of the DMSO Reductase (DMSOR) family. Members of this family also contain a large, periplasmic molybdenum-containing alpha subunit and may have a small gamma subunit as well.  Examples of heterodimeric members with alpha and beta subunits include arsenite oxidase, and tungsten-containing formate dehydrogenase (FDH-T) while   heterotrimeric members containing alpha, beta, and gamma subunits include formate dehydrogenase-N (FDH-N), and nitrate reductase (NarGHI).  The beta subunit contains four Fe4/S4 and/or Fe3/S4 clusters which transfer the electrons from the alpha subunit to a hydrophobic integral membrane protein, presumably a cytochrome containing two b-type heme groups. The reducing equivalents are then transferred to menaquinone, which finally reduces the electron-accepting enzyme system.		CDD:355383															
tr|A0LM19|A0LM19_SYNFM	pfam14697	4Fe-4S dicluster domain (Provisional)	4Fe-4S dicluster domain. Superfamily includes proteins containing domains which bind to iron-sulfur clusters. Members include bacterial ferredoxins, various dehydrogenases, and various reductases. Structure of the domain is an alpha-antiparallel beta sandwich. Domain contains two 4Fe4S clusters.		CDD:434137	cellular organisms	131567	39.286	56.0	30.0	2.0	41.0	92.0	4.0	59.0	1.5e-07	42.7			
tr|A0LM20|A0LM20_SYNFM	COG0674	Pyruvate:ferredoxin oxidoreductase or related 2-oxoacid:ferredoxin oxidoreductase, alpha subunit	Pyruvate:ferredoxin oxidoreductase or related 2-oxoacid:ferredoxin oxidoreductase, alpha subunit [Energy production and conversion]. Pyruvate:ferredoxin oxidoreductase or related 2-oxoacid:ferredoxin oxidoreductase, alpha subunit is part of the Pathway/BioSystem: Pyruvate oxidation		CDD:440438			34.872	390.0	222.0	12.0	2.0	380.0	1.0	369.0	1.5e-128	371.0	METABOLISM	Energy production and conversion 	K03737,K00174,K00186
tr|A0LM20|A0LM20_SYNFM	NF040682		pyruvate synthase subunit PorA. 		CDD:468647			50.407	369.0	179.0	2.0	7.0	374.0	6.0	371.0	5.63e-174	488.0			
tr|A0LM20|A0LM20_SYNFM	TIGR02176	pyruvate:ferredoxin (flavodoxin) oxidoreductase	pyruvate:ferredoxin (flavodoxin) oxidoreductase, homodimeric. This model represents a single chain form of pyruvate:ferredoxin (or flavodoxin) oxidoreductase. This enzyme may transfer electrons to nitrogenase in nitrogen-fixing species. Portions of this protein are homologous to gamma subunit of the four subunit pyruvate:ferredoxin (flavodoxin) oxidoreductase.	1.2.7.1	CDD:131231	Bacteria	2	32.958	355.0	218.0	10.0	23.0	363.0	19.0	367.0	3.59e-56	196.0			
tr|A0LM20|A0LM20_SYNFM	cd07034		Pyrimidine (PYR) binding domain of pyruvate ferredoxin oxidoreductase (PFOR), indolepyruvate ferredoxin oxidoreductase alpha subunit (IOR-alpha), and related proteins. Thiamine pyrophosphate (TPP family), pyrimidine (PYR) binding domain, of pyruvate ferredoxin oxidoreductase (PFOR), indolepyruvate ferredoxin oxidoreductase (IOR) alpha subunit (IOR-alpha), and related proteins, subfamily. The PYR domain is found in many key metabolic enzymes which use TPP (also known as thiamine diphosphate) as a cofactor. TPP binds in the cleft formed by a PYR domain and a PP domain. The PYR domain, binds the aminopyrimidine ring of TPP, the PP domain binds the diphosphate residue. A polar interaction between the conserved glutamate of the PYR domain and the N1' of the TPP aminopyrimidine ring is shared by most TPP-dependent enzymes, and participates in the activation of TPP. The PYR and PP domains have a common fold, but do not share strong sequence conservation. The PP domain is not included in this sub-family. Most TPP-dependent enzymes have the PYR and PP domains on the same subunit although these domains can be alternatively arranged in the primary structure. TPP-dependent enzymes are multisubunit proteins, the smallest catalytic unit being a dimer-of-active sites. For many of these enzymes the active sites lie between PP and PYR domains on different subunits. However, for the homodimeric enzyme Desulfovibrio africanus pyruvate:ferredoxin oxidoreductase (PFOR), each active site lies at the interface of the PYR and PP domains from the same subunit. This subfamily includes proteins characterized as pyruvate NADP+ oxidoreductase (PNO). PFOR and PNO catalyze the oxidative decarboxylation of pyruvate to form acetyl-CoA, a crucial step in many metabolic pathways. The facultative anaerobic mitochondrion of the photosynthetic protist Euglena gracilis oxidizes pyruvate with PNO. IOR catalyzes the oxidative decarboxylation of arylpyruvates, such as indolepyruvate or phenylpyruvate.		CDD:132917			43.75	160.0	85.0	3.0	12.0	169.0	4.0	160.0	6.48e-58	184.0			
tr|A0LM20|A0LM20_SYNFM	pfam01855	Pyruvate flavodoxin/ferredoxin oxidoreductase, thiamine diP-bdg (Provisional)	Pyruvate flavodoxin/ferredoxin oxidoreductase, thiamine diP-bdg. This family includes the N terminal structural domain of the pyruvate ferredoxin oxidoreductase. This domain binds thiamine diphosphate, and along with domains II and IV, is involved in inter subunit contacts. The family also includes pyruvate flavodoxin oxidoreductase as encoded by the nifJ gene in cyanobacterium which is required for growth on molecular nitrogen when iron is limited.		CDD:396432	cellular organisms	131567	40.611	229.0	127.0	5.0	19.0	240.0	4.0	230.0	3.9e-78	239.0			
tr|A0LM20|A0LM20_SYNFM	pfam17147	Pyruvate:ferredoxin oxidoreductase core domain II (Provisional)	Pyruvate:ferredoxin oxidoreductase core domain II. PFOR_II is a core domain of the anaerobic enzyme pyruvate:ferredoxin oxidoreductase and is necessary for inter subunit contacts in conjunction with domains I and IV.		CDD:407280	cellular organisms	131567	46.729	107.0	52.0	2.0	261.0	367.0	1.0	102.0	2.23e-30	110.0			
tr|A0LM21|A0LM21_SYNFM	COG1013	Pyruvate:ferredoxin oxidoreductase or related 2-oxoacid:ferredoxin oxidoreductase, beta subunit	Pyruvate:ferredoxin oxidoreductase or related 2-oxoacid:ferredoxin oxidoreductase, beta subunit [Energy production and conversion]. Pyruvate:ferredoxin oxidoreductase or related 2-oxoacid:ferredoxin oxidoreductase, beta subunit is part of the Pathway/BioSystem: Pyruvate oxidation		CDD:440637			38.078	281.0	139.0	7.0	26.0	300.0	10.0	261.0	4.1e-112	323.0	METABOLISM	Energy production and conversion 	K03737,K00168,K00175,K00186
tr|A0LM21|A0LM21_SYNFM	PRK11865	pyruvate synthase subunit beta	pyruvate synthase subunit beta. 	1.2.7.1	CDD:183346	cellular organisms	131567	55.442	294.0	119.0	3.0	20.0	308.0	9.0	295.0	9.62e-153	428.0			
tr|A0LM21|A0LM21_SYNFM	TIGR02176	pyruvate:ferredoxin (flavodoxin) oxidoreductase	pyruvate:ferredoxin (flavodoxin) oxidoreductase, homodimeric. This model represents a single chain form of pyruvate:ferredoxin (or flavodoxin) oxidoreductase. This enzyme may transfer electrons to nitrogenase in nitrogen-fixing species. Portions of this protein are homologous to gamma subunit of the four subunit pyruvate:ferredoxin (flavodoxin) oxidoreductase.	1.2.7.1	CDD:131231	Bacteria	2	24.722	360.0	177.0	11.0	31.0	307.0	807.0	1155.0	1.0600000000000001e-21	92.9			
tr|A0LM21|A0LM21_SYNFM	cd03376		Thiamine pyrophosphate (TPP family), PFOR porB-like subfamily, TPP-binding module; composed of proteins similar to the beta subunit (porB) of the Helicobacter pylori four-subunit pyruvate ferredoxin oxidoreductase (PFOR), which are also found in archaea and some hyperthermophilic bacteria. PFOR catalyzes the oxidative decarboxylation of pyruvate to form acetyl-CoA, a crucial step in many metabolic pathways. Archaea, anaerobic bacteria and eukaryotes that lack mitochondria (and therefore pyruvate dehydrogenase) use PFOR to oxidatively decarboxylate pyruvate, with ferredoxin or flavodoxin as the electron acceptor. The 36-kDa porB subunit contains the binding sites for the cofactors, TPP and a divalent metal cation, which are required for activity.		CDD:239471			61.667	240.0	87.0	1.0	25.0	264.0	1.0	235.0	3.07e-143	402.0			
tr|A0LM21|A0LM21_SYNFM	pfam02775	Thiamine pyrophosphate enzyme, C-terminal TPP binding domain (Provisional)	Thiamine pyrophosphate enzyme, C-terminal TPP binding domain. 		CDD:460689	cellular organisms	131567	21.839	174.0	109.0	7.0	57.0	226.0	1.0	151.0	3.37e-19	80.7			
tr|A0LMD3|A0LMD3_SYNFM	COG1638	TRAP-type C4-dicarboxylate transport system, periplasmic component	TRAP-type C4-dicarboxylate transport system, periplasmic component [Carbohydrate transport and metabolism]. 		CDD:441245			42.522	341.0	184.0	5.0	1.0	341.0	1.0	329.0	5.570000000000001e-116	336.0	METABOLISM	Carbohydrate transport and metabolism 	K00368
tr|A0LMD3|A0LMD3_SYNFM	NF037995	TRAP transporter substrate-binding protein DctP	TRAP transporter substrate-binding protein DctP. Proteins of this family are members of the superfamily of Tripartite ATP-independent Periplasmic Transporter (TRAP-T). They transport hydrophobic substrates, usually lipoprotein.		CDD:468304	cellular organisms	131567	33.569	283.0	173.0	8.0	33.0	312.0	1.0	271.0	6.2e-60	192.0			
tr|A0LMD3|A0LMD3_SYNFM	cd13678		Substrate-binding component of Tripartite ATP-independent Periplasmic transporter DctP10;  the type 2 periplasmic-binding protein fold. This subgroup includes TRAP transporter DctP10 and its similar proteins. TRAP transporters are a large family of solute transporters ubiquitously found in bacteria and archaea. They are comprised of a periplasmic substrate-binding protein (SBP; often called the P subunit) and two unequally sized integral membrane components: a large transmembrane subunit involved in the translocation process (the M subunit) and a smaller membrane of unknown function (the Q subunit). The driving force of TRAP transporters is provided by electrochemical ion gradients (either protons or sodium ions) across the cytoplasmic membrane, rather than ATP hydrolysis. This substrate-binding domain belongs to the type 2 periplasmic binding fold protein superfamily (PBP2). The PBP2 proteins are typically comprised of two globular subdomains connected by a flexible hinge and bind their ligand in the cleft between these domains in a manner resembling a Venus flytrap.		CDD:270396			48.693	306.0	151.0	2.0	31.0	336.0	1.0	300.0	1.1100000000000001e-148	419.0			
tr|A0LMD3|A0LMD3_SYNFM	cl21456		Type 2 periplasmic binding fold superfamily. This domain is often found in association with the helix-turn-helix domain HTH_41 (pfam14502). It includes YhfZ proteins from Escherichia coli and Shigella flexneri.		CDD:473866															
tr|A0LMD3|A0LMD3_SYNFM	pfam03480	Bacterial extracellular solute-binding protein, family 7 (Provisional)	Bacterial extracellular solute-binding protein, family 7. This family of proteins is involved in binding extracellular solutes for transport across the bacterial cytoplasmic membrane. This family includes Swiss:P37735, a C4-dicarboxylate-binding protein and the sialic acid-binding protein SiaP. The structure of the SiaP receptor has revealed an overall topology similar to ATP binding cassette ESR (extracytoplasmic solute receptors) proteins. Upon binding of sialic acid, SiaP undergoes domain closure about a hinge region and kinking of an alpha-helix hinge component.		CDD:427325	cellular organisms	131567	35.836	293.0	180.0	3.0	34.0	326.0	1.0	285.0	2.8800000000000003e-85	257.0			
tr|A0LMH5|A0LMH5_SYNFM	COG1740	Ni,Fe-hydrogenase I small subunit	Ni,Fe-hydrogenase I small subunit [Energy production and conversion]. 	1.12.99.6	CDD:441346			57.508	313.0	132.0	1.0	1.0	312.0	1.0	313.0	0.0	546.0	METABOLISM	Energy production and conversion 	
tr|A0LMH5|A0LMH5_SYNFM	cl17194		NADH ubiquinone oxidoreductase, 20 Kd subunit. This model describes the B chain of complexes that resemble NADH-quinone oxidoreductases. The electron acceptor is a quinone, ubiquinone, in mitochondria and most bacteria, including Escherichia coli, where the recommended gene symbol is nuoB. The quinone is plastoquinone in Synechocystis (where the chain is designated K) and in chloroplast, where NADH may be replaced by NADPH. In the methanogenic archaeal genus Methanosarcina, NADH is replaced by F420H2. [Energy metabolism, Electron transport]		CDD:450171															
tr|A0LMH5|A0LMH5_SYNFM	cl17194		NADH ubiquinone oxidoreductase, 20 Kd subunit. This model describes the B chain of complexes that resemble NADH-quinone oxidoreductases. The electron acceptor is a quinone, ubiquinone, in mitochondria and most bacteria, including Escherichia coli, where the recommended gene symbol is nuoB. The quinone is plastoquinone in Synechocystis (where the chain is designated K) and in chloroplast, where NADH may be replaced by NADPH. In the methanogenic archaeal genus Methanosarcina, NADH is replaced by F420H2. [Energy metabolism, Electron transport]		CDD:450171															
tr|A0LMH5|A0LMH5_SYNFM	pfam01058	NADH ubiquinone oxidoreductase, 20 Kd subunit (Provisional)	NADH ubiquinone oxidoreductase, 20 Kd subunit. 		CDD:426021	cellular organisms	131567	35.862	145.0	69.0	6.0	62.0	205.0	1.0	122.0	2.4600000000000002e-33	117.0			
tr|A0LMH5|A0LMH5_SYNFM	pfam14720	NiFe/NiFeSe hydrogenase small subunit C-terminal (Provisional)	NiFe/NiFeSe hydrogenase small subunit C-terminal. This domain is found at the C-terminus of hydrogenase small subunits including periplasmic [NiFeSe] hydrogenase small subunit, uptake hydrogenase small subunit and periplasmic [NiFe] hydrogenase small subunit. This C-terminal domain binds two of the three iron-sulfur clusters in this enzyme.		CDD:434155	cellular organisms	131567	61.446	83.0	28.0	1.0	226.0	308.0	1.0	79.0	1.23e-50	160.0			
